,Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
6055,202139636,12/18/2021,09:49,28450,Compliance,0.27,0.59,0,<1,<1
6056,202139637,12/18/2021,09:16,28550,Compliance,0.27,0.69,0,<1,<1
6057,202139638,12/18/2021,08:25,50200,Operational,0.44,0.66,0,<1,<1
6058,202139639,12/18/2021,08:06,50300,Operational,0.53,0.64,0,<1,<1
6059,202139640,12/18/2021,07:01,51550,Compliance,0.08,0.49,0,<1,<1
6060,202139641,12/18/2021,07:36,52550,Compliance,0.31,0.55,0,<1,<1
6061,202139654,12/18/2021,09:55,25050,Compliance,0.27,0.71,0,<1,<1
6062,202139655,12/18/2021,08:47,41550,Compliance,0.34,0.6,0,<1,<1
6063,202139656,12/18/2021,09:23,43050,Compliance,0.31,0.59,0,<1,<1
6064,202139657,12/18/2021,10:27,45750,Compliance,0.31,0.64,0,<1,<1
6065,202139658,12/18/2021,11:45,76850,Compliance,0.33,0.76,0,<1,<1
6066,202139659,12/18/2021,11:17,77350,Compliance,0.2,0.62,0,<1,<1
6067,202139660,12/18/2021,12:10,78450,Compliance,0.02,0.56,0,<1,<1
6068,202139661,12/18/2021,08:06,11150,Compliance,0.49,0.4,0,<1,<1
6069,202139662,12/18/2021,11:30,11450,Compliance,0.67,0.66,0,<1,<1
6070,202139663,12/18/2021,08:36,12550,Compliance,0.71,0.61,0,<1,<1
6071,202139664,12/18/2021,09:03,1S03,Operational,0.46,0.56,0.74,<1,<1
6072,202139665,12/18/2021,10:55,1S03A,Operational,0.7,0.62,0.73,<1,<1
6073,202139666,12/18/2021,10:24,1S03B,Operational,0.57,0.62,0.75,<1,<1
6074,202139667,12/18/2021,09:30,1SCH3,Operational,0.65,<0.10,0.72,<1,<1
6075,202139668,12/18/2021,09:39,1SCL1,Operational,0.63,0.13,0.73,<1,<1
6076,202139669,12/18/2021,10:20,14950,Compliance,0.37,0.1,0,<1,<1
6077,202139670,12/18/2021,10:38,1S07,Operational,0.41,0.65,0,<1,<1
6078,202139671,12/18/2021,08:38,30450,Compliance,0.1,0.52,0,<1,<1
6079,202139672,12/18/2021,07:58,31850,Compliance,0.15,0.43,0,<1,<1
6080,202139673,12/18/2021,09:14,32750,Compliance,0.17,0.58,0,<1,<1
6081,202139674,12/18/2021,11:50,33150,Compliance,0.24,0.13,0,<1,<1
6082,202139675,12/18/2021,09:52,33850,Compliance,0.15,0.48,0,<1,<1
6083,202139676,12/18/2021,11:04,3SC26,Operational,0.59,<0.10,0,<1,<1
6084,202139678,12/18/2021,08:07,20350,Compliance,0.21,0.62,0,<1,<1
6085,202139679,12/18/2021,08:34,20900,Operational,0.33,0.57,0,<1,<1
6086,202139680,12/18/2021,07:27,25450,Compliance,0.41,0.54,0,<1,<1
6087,202139681,12/18/2021,08:56,27000,Operational,0.37,0.75,0,<1,<1
6088,202139682,12/18/2021,10:18,40200,Operational,0.51,0.64,0,<1,<1
6089,202139683,12/18/2021,09:27,40450,Compliance,0.4,0.62,0,<1,<1
6090,202139684,12/18/2021,09:52,40550,Compliance,0.39,0.66,0,<1,<1
6091,202139693,12/19/2021,07:31,20900,Operational,0.47,0.61,0,<1,<1
6092,202139694,12/19/2021,08:02,21250,Compliance,0.29,0.58,0,<1,<1
6093,202139695,12/19/2021,07:05,21650,Compliance,0.37,0.58,0,<1,<1
6094,202139696,12/19/2021,09:55,23150,Compliance,0.37,0.74,0,<1,<1
6095,202139697,12/19/2021,09:22,23250,Compliance,0.38,0.66,0,<1,<1
6096,202139698,12/19/2021,08:30,27000,Operational,0.41,0.65,0,<1,<1
6097,202139699,12/19/2021,10:45,41250,Compliance,0.33,0.73,0,<1,<1
6098,202139714,12/19/2021,10:21,23750,Compliance,0.31,0.68,0,<1,<1
6099,202139715,12/19/2021,09:57,24050,Compliance,0.23,0.6,0,<1,<1
6100,202139716,12/19/2021,09:26,26850,Compliance,0.31,0.59,0,<1,<1
6101,202139717,12/19/2021,08:26,50200,Operational,0.47,0.68,0,<1,<1
6102,202139718,12/19/2021,08:49,50300,Operational,0.49,0.64,0,<1,<1
6103,202139719,12/19/2021,07:08,51250,Compliance,0.12,0.6,0,<1,<1
6104,202139720,12/19/2021,07:54,51950,Compliance,0.43,0.59,0,<1,<1
6105,202139733,12/19/2021,11:14,40200,Operational,0.61,0.71,0,<1,<1
6106,202139734,12/19/2021,10:21,41750,Compliance,0.32,0.86,0,<1,<1
6107,202139735,12/19/2021,08:24,42850,Compliance,0.43,0.72,0,<1,<1
6108,202139736,12/19/2021,09:41,44550,Compliance,0.1,0.55,0,<1,<1
6109,202139737,12/19/2021,08:59,47750,Compliance,0.07,0.53,0,<1,<1
6110,202139738,12/19/2021,07:55,76950,Compliance,0.22,0.64,0,<1,<1
6111,202139739,12/19/2021,07:22,77150,Compliance,0.11,0.58,0,<1,<1
6112,202139740,12/19/2021,11:26,12250,Compliance,0.51,0.73,0,<1,<1
6113,202139741,12/19/2021,08:19,14450,Compliance,0.42,0.45,0,<1,<1
6114,202139742,12/19/2021,07:37,14850,Compliance,0.5,0.6,0,<1,<1
6115,202139743,12/19/2021,11:59,16950,Compliance,0.52,0.78,0,<1,<1
6116,202139744,12/19/2021,09:27,1S03,Operational,0.58,0.63,0.72,<1,<1
6117,202139745,12/19/2021,10:55,1S03A,Operational,0.61,0.7,0.74,<1,<1
6118,202139746,12/19/2021,10:24,1S03B,Operational,0.6,0.65,0.74,<1,<1
6119,202139747,12/19/2021,08:52,1SCH3,Operational,0.62,<0.10,0.71,<1,<1
6120,202139748,12/19/2021,09:05,1SCL1,Operational,0.71,0.1,0.72,<1,<1
6121,202139749,12/19/2021,10:22,11050,Compliance,0.42,0.54,0,<1,<1
6122,202139750,12/19/2021,10:43,1S07,Operational,0.44,0.76,0,<1,<1
6123,202139751,12/19/2021,09:04,30850,Compliance,0.45,0.11,0,<1,<1
6124,202139752,12/19/2021,07:46,32850,Compliance,0.14,0.47,0,<1,<1
6125,202139753,12/19/2021,08:29,33250,Compliance,0.15,0.49,0,<1,<1
6126,202139754,12/19/2021,09:59,34950,Compliance,0.38,0.54,0,<1,<1
6127,202139755,12/19/2021,07:25,35650,Compliance,0.11,0.45,0,<1,<1
6128,202139756,12/19/2021,09:32,3SC26,Operational,0.55,0.12,0,<1,<1
6129,202139774,12/20/2021,09:26,22550,Compliance,0.42,0.64,0,<1,<1
6130,202139775,12/20/2021,10:47,25100,Operational,0.45,0.67,0,<1,<1
6131,202139776,12/20/2021,11:23,25550,Compliance,0.42,0.58,0,<1,<1
6132,202139777,12/20/2021,07:37,26550,Compliance,0.37,0.74,0,<1,<1
6133,202139778,12/20/2021,12:05,27000,Operational,0.52,0.67,0,<1,<1
6134,202139779,12/20/2021,08:21,28950,Compliance,0.12,0.75,0,<1,<1
6135,202139780,12/20/2021,07:40,40200,Operational,0.51,0.75,0,<1,<1
6136,202139781,12/20/2021,10:23,41600,Operational,0.3,0.75,0,<1,<1
6137,202139782,12/20/2021,09:38,41950,Compliance,0.28,0.65,0,<1,<1
6138,202139783,12/20/2021,08:44,43550,Compliance,0.61,0.71,0,<1,<1
6139,202139784,12/20/2021,07:58,44150,Compliance,0.25,0.68,0,<1,<1
6140,202139785,12/20/2021,09:15,46450,Compliance,0.3,0.86,0,<1,<1
6141,202139786,12/20/2021,10:00,49200,Operational,0.26,0.67,0,<1,<1
6142,202139809,12/20/2021,08:28,20900,Operational,0.38,0.55,0,<1,<1
6143,202139810,12/20/2021,12:34,30750,Compliance,0.39,0.13,0,<1,<1
6144,202139811,12/20/2021,09:20,31350,Compliance,0.16,0.47,0,<1,<1
6145,202139812,12/20/2021,11:57,32050,Compliance,0.24,0.54,0,<1,<1
6146,202139813,12/20/2021,10:10,34350,Compliance,0.43,0.65,0,<1,<1
6147,202139814,12/20/2021,10:56,35450,Compliance,0.38,0.11,0,<1,<1
6148,202139815,12/20/2021,11:32,39200,Operational,0.36,0.16,0,<1,<1
6149,202139820,12/20/2021,08:00,24850,Compliance,0.18,0.65,0,<1,<1
6150,202139821,12/20/2021,08:28,25350,Compliance,0.31,0.73,0,<1,<1
6151,202139822,12/20/2021,07:16,45850,Compliance,0.35,0.6,0,<1,<1
6152,202139823,12/20/2021,10:46,77550,Compliance,0.04,0.59,0,<1,<1
6153,202139824,12/20/2021,09:47,77850,Compliance,0.11,0.52,0,<1,<1
6154,202139825,12/20/2021,09:12,78650,Compliance,0.24,0.7,0,<1,<1
6155,202139826,12/20/2021,10:45,50050,Compliance,0.2,0.5,0,<1,<1
6156,202139827,12/20/2021,09:57,50200,Operational,0.56,0.64,0,<1,<1
6157,202139828,12/20/2021,10:17,50300,Operational,0.54,0.73,0,<1,<1
6158,202139829,12/20/2021,07:52,52350,Compliance,0.34,0.72,0,<1,<1
6159,202139830,12/20/2021,07:06,56300,Operational,0.49,0.67,0,<1,<1
6160,202139831,12/20/2021,08:33,58850,Compliance,0.47,0.62,0,<1,<1
6161,202139833,12/20/2021,09:26,16450,Compliance,0.47,0.65,0,<1,<1
6162,202139834,12/20/2021,12:46,18750,Compliance,0.54,0.58,0,<1,<1
6163,202139836,12/20/2021,10:34,1S03,Operational,0.61,0.67,0.69,<1,<1
6164,202139837,12/20/2021,09:49,1S03A,Operational,0.71,0.72,0.69,<1,<1
6165,202139838,12/20/2021,12:04,1S03B,Operational,0.63,0.78,0.69,<1,<1
6166,202139839,12/20/2021,10:57,1SCH3,Operational,0.62,0.11,0.66,<1,<1
6167,202139840,12/20/2021,11:10,1SCL1,Operational,0.72,0.16,0.66,<1,<1
6168,202139841,12/20/2021,08:59,11900,Operational,0.42,0.4,0,<1,<1
6169,202139842,12/20/2021,09:52,13150,Compliance,0.48,0.1,0,<1,<1
6170,202139843,12/20/2021,09:28,15300,Operational,0.33,0.11,0,<1,<1
6171,202139844,12/20/2021,10:19,16650,Compliance,0.59,0.75,0,<1,<1
6172,202139845,12/20/2021,08:27,1S07,Operational,0.47,0.62,0,<1,<1
6173,202139846,12/20/2021,07:44,32200,Operational,0.37,0.62,0,<1,<1
6174,202139847,12/20/2021,08:07,3SC26,Operational,0.56,0.1,0,<1,<1
6175,202140009,12/20/2021,08:52,28950,Compliance,0.26,0.77,0,<1,<1
6176,202139899,12/21/2021,10:13,20850,Compliance,0.25,0.65,0,<1,<1
6177,202139900,12/21/2021,08:50,20900,Operational,0.37,0.6,0,<1,<1
6178,202139901,12/21/2021,09:11,22900,Operational,0.38,0.65,0,<1,<1
6179,202139902,12/21/2021,09:47,27000,Operational,0.45,0.61,0,<1,<1
6180,202139903,12/21/2021,08:20,31850,Compliance,0.16,0.53,0,<1,<1
6181,202139904,12/21/2021,10:49,46850,Compliance,0.32,0.62,0,<1,<1
6182,202139919,12/21/2021,08:55,31750,Compliance,0.28,0.62,0,<1,<1
6183,202139920,12/21/2021,10:54,33450,Compliance,0.3,0.6,0,<1,<1
6184,202139921,12/21/2021,10:24,33950,Compliance,0.29,0.62,0,<1,<1
6185,202139922,12/21/2021,10:04,38250,Compliance,0.28,0.6,0,<1,<1
6186,202139923,12/21/2021,09:30,39650,Compliance,0.12,0.62,0,<1,<1
6187,202139924,12/21/2021,11:31,44350,Compliance,0.22,0.53,0,<1,<1
6188,202139929,12/21/2021,12:07,41900,Operational,0.38,0.54,0,<1,<1
6189,202139930,12/21/2021,08:39,45250,Compliance,0.12,0.53,0,<1,<1
6190,202139931,12/21/2021,09:27,45700,Operational,0.39,0.65,0,<1,<1
6191,202139932,12/21/2021,10:33,76550,Compliance,0.04,0.55,0,<1,<1
6192,202139933,12/21/2021,11:27,77650,Compliance,0.5,0.59,0,<1,<1
6193,202139934,12/21/2021,09:53,79450,Compliance,0.31,0.57,0,<1,<1
6194,202139935,12/21/2021,10:19,24350,Compliance,0.38,0.74,0,<1,<1
6195,202139936,12/21/2021,09:08,50200,Operational,0.53,0.58,0,<1,<1
6196,202139937,12/21/2021,09:46,50250,Compliance,0.55,0.61,0,<1,<1
6197,202139938,12/21/2021,09:28,50300,Operational,0.63,0.69,0,<1,<1
6198,202139939,12/21/2021,07:18,52050,Compliance,0.36,0.52,0,<1,<1
6199,202139940,12/21/2021,08:09,58650,Compliance,0.08,0.49,0,<1,<1
6200,202139946,12/21/2021,09:40,1S03B,Operational,0.62,0.64,0.7,<1,<1
6201,202139949,12/21/2021,09:32,17250,Compliance,0.54,0.56,0,<1,<1
6202,202139950,12/21/2021,10:09,18650,Compliance,0.41,0.51,0,<1,<1
6203,202139951,12/21/2021,07:40,1S03,Operational,0.56,0.65,0.69,<1,<1
6204,202139952,12/21/2021,08:57,1S03A,Operational,0.66,0.6,0.69,<1,<1
6205,202139953,12/21/2021,08:01,1SCH3,Operational,0.57,<0.10,0.66,<1,<1
6206,202139954,12/21/2021,08:10,1SCL1,Operational,0.75,0.12,0.66,<1,<1
6207,202139955,12/21/2021,11:57,14200,Operational,0.59,0.59,0,<1,<1
6208,202139956,12/21/2021,09:24,14650,Compliance,0.46,0.45,0,<1,<1
6209,202139957,12/21/2021,11:15,15150,Compliance,0.45,0.55,0,<1,<1
6210,202139958,12/21/2021,08:42,18300,Operational,0.29,0.49,0,<1,<1
6211,202139959,12/21/2021,09:52,1S07,Operational,0.47,0.61,0,<1,<1
6212,202139960,12/21/2021,10:31,3SC26,Operational,0.62,<0.10,0,<1,<1
6213,202139961,12/21/2021,12:53,40200,Operational,0.6,0.58,0,<1,<1
6214,202139971,12/21/2021,08:48,22600,Operational,0.4,0.54,0,<1,<1
6215,202139972,12/21/2021,10:33,22850,Compliance,0.35,0.62,0,<1,<1
6216,202139973,12/21/2021,07:37,23450,Compliance,0.37,0.59,0,<1,<1
6217,202139974,12/21/2021,11:14,23950,Compliance,0.2,0.57,0,<1,<1
6218,202139975,12/21/2021,09:22,24250,Compliance,0.25,0.63,0,<1,<1
6219,202139976,12/21/2021,08:06,25400,Operational,0.44,0.53,0,<1,<1
6220,202139977,12/21/2021,11:40,43250,Compliance,0.42,0.56,0,<1,<1
6221,202140032,12/22/2021,08:45,38150,Compliance,0.13,0.41,0,<1,<1
6222,202140033,12/22/2021,09:28,39550,Compliance,0.1,0.66,0,<1,<1
6223,202140034,12/22/2021,12:08,40200,Operational,0.57,0.63,0,<1,<1
6224,202140035,12/22/2021,12:23,40600,Operational,0.45,0.62,0,<1,<1
6225,202140036,12/22/2021,12:10,41050,Compliance,0.42,0.54,0,<1,<1
6226,202140037,12/22/2021,12:47,46350,Compliance,0.26,0.51,0,<1,<1
6227,202140048,12/22/2021,08:12,20900,Operational,0.37,0.51,0,<1,<1
6228,202140049,12/22/2021,07:51,20950,Compliance,0.25,0.51,0,<1,<1
6229,202140050,12/22/2021,07:18,27000,Operational,0.45,0.54,0,<1,<1
6230,202140051,12/22/2021,08:40,32350,Compliance,0.23,0.38,0,<1,<1
6231,202140052,12/22/2021,09:38,35550,Compliance,0.14,0.47,0,<1,<1
6232,202140053,12/22/2021,10:41,36100,Operational,0.34,0.58,0,<1,<1
6233,202140054,12/22/2021,09:06,37950,Compliance,0.12,0.5,0,<1,<1
6234,202140059,12/22/2021,09:23,23900,Operational,0.03,0.51,0,<1,<1
6235,202140060,12/22/2021,11:44,41650,Compliance,0.55,0.58,0,<1,<1
6236,202140061,12/22/2021,08:47,42150,Compliance,0.26,0.53,0,<1,<1
6237,202140062,12/22/2021,10:43,42700,Operational,0.01,0.51,0,<1,<1
6238,202140063,12/22/2021,11:16,76450,Compliance,0.42,0.61,0,<1,<1
6239,202140064,12/22/2021,10:10,78550,Compliance,0.28,0.58,0,<1,<1
6240,202140065,12/22/2021,11:13,43150,Compliance,0.41,0.6,0,<1,<1
6241,202140066,12/22/2021,09:41,50200,Operational,0.44,0.69,0,<1,<1
6242,202140067,12/22/2021,10:07,50300,Operational,0.52,0.6,0,<1,<1
6243,202140068,12/22/2021,09:22,50600,Operational,0.34,0.55,0,<1,<1
6244,202140069,12/22/2021,08:33,50750,Compliance,0.04,0.49,0,<1,<1
6245,202140070,12/22/2021,07:55,50850,Compliance,0.21,0.51,0,<1,<1
6246,202140071,12/22/2021,07:29,52150,Compliance,0.43,0.53,0,<1,<1
6247,202140072,12/22/2021,08:48,15450,Compliance,0.47,0.67,0,<1,<1
6248,202140073,12/22/2021,08:30,17450,Compliance,0.33,0.52,0,<1,<1
6249,202140074,12/22/2021,10:32,1S03,Operational,0.67,0.6,0.7,<1,<1
6250,202140075,12/22/2021,09:31,1S03A,Operational,0.75,0.59,0.7,<1,<1
6251,202140076,12/22/2021,09:11,1S03B,Operational,0.58,0.64,0.7,<1,<1
6252,202140077,12/22/2021,10:13,1SCH3,Operational,0.48,<0.10,0.67,<1,<1
6253,202140078,12/22/2021,10:20,1SCL1,Operational,0.67,0.14,0.68,<1,<1
6254,202140079,12/22/2021,10:05,10250,Compliance,0.42,0.63,0,<1,<1
6255,202140080,12/22/2021,12:50,11350,Compliance,0.51,0.36,0,<1,<1
6256,202140081,12/22/2021,12:25,13700,Operational,0.61,<0.10,0,<1,<1
6257,202140082,12/22/2021,09:32,14350,Compliance,0.38,0.47,0,<1,<1
6258,202140083,12/22/2021,10:23,1S07,Operational,0.35,0.64,0,<1,<1
6259,202140084,12/22/2021,11:37,33100,Operational,0.63,<0.10,0,<1,<1
6260,202140085,12/22/2021,10:59,3SC26,Operational,0.62,0.13,0,<1,<1
6261,202140087,12/22/2021,07:36,22650,Compliance,0.46,0.53,0,<1,<1
6262,202140088,12/22/2021,08:15,23000,Operational,0.33,0.51,0,<1,<1
6263,202140089,12/22/2021,10:59,24450,Compliance,0.46,0.53,0,<1,<1
6264,202140090,12/22/2021,10:33,24550,Compliance,0.41,0.54,0,<1,<1
6265,202140092,12/22/2021,08:45,27450,Compliance,0.37,0.56,0,<1,<1
6266,202140093,12/22/2021,11:34,27650,Compliance,0.43,0.63,0,<1,<1
6267,202140145,12/23/2021,10:04,20900,Operational,0.32,0.59,0,<1,<1
6268,202140146,12/23/2021,10:33,27000,Operational,0.41,0.65,0,<1,<1
6269,202140147,12/23/2021,11:09,27850,Compliance,0.42,0.68,0,<1,<1
6270,202140148,12/23/2021,09:20,30250,Compliance,0.19,0.48,0,<1,<1
6271,202140149,12/23/2021,08:33,32650,Compliance,0.17,0.47,0,<1,<1
6272,202140150,12/23/2021,07:57,34850,Compliance,0.2,0.51,0,<1,<1
6273,202140168,12/23/2021,09:27,33300,Operational,0.41,<0.10,0,<1,<1
6274,202140169,12/23/2021,10:11,36350,Compliance,0.43,0.1,0,<1,<1
6275,202140170,12/23/2021,09:12,37300,Operational,0.4,0.12,0,<1,<1
6276,202140171,12/23/2021,10:54,40200,Operational,0.52,0.72,0,<1,<1
6277,202140172,12/23/2021,11:15,40650,Compliance,0.52,0.75,0,<1,<1
6278,202140173,12/23/2021,11:41,44250,Compliance,0.22,0.76,0,<1,<1
6279,202140178,12/23/2021,08:44,41450,Compliance,0.12,0.7,0,<1,<1
6280,202140179,12/23/2021,12:23,42750,Compliance,0.22,0.55,0,<1,<1
6281,202140180,12/23/2021,09:15,46950,Compliance,0.27,0.56,0,<1,<1
6282,202140181,12/23/2021,09:44,48600,Operational,0.31,0.62,0,<1,<1
6283,202140182,12/23/2021,11:01,78350,Compliance,0.14,0.55,0,<1,<1
6284,202140183,12/23/2021,10:16,79150,Compliance,0.22,0.74,0,<1,<1
6285,202140185,12/23/2021,11:08,23850,Compliance,0.5,0.65,0,<1,<1
6286,202140186,12/23/2021,09:21,50200,Operational,0.5,0.58,0,<1,<1
6287,202140187,12/23/2021,09:54,50300,Operational,0.5,0.64,0,<1,<1
6288,202140188,12/23/2021,08:56,51850,Compliance,0.28,0.54,0,<1,<1
6289,202140189,12/23/2021,07:26,55450,Compliance,0.06,0.45,0,<1,<1
6290,202140190,12/23/2021,07:52,57200,Operational,0.44,0.62,0,<1,<1
6291,202140191,12/23/2021,10:23,58950,Compliance,0.31,0.55,0,<1,<1
6292,202140192,12/23/2021,07:01,10150,Compliance,0.32,0.58,0,<1,<1
6293,202140193,12/23/2021,07:32,11750,Compliance,0.14,<0.10,0,<1,<1
6294,202140194,12/23/2021,08:08,12150,Compliance,0.57,0.7,0,<1,<1
6295,202140195,12/23/2021,09:26,16250,Compliance,0.51,0.69,0,<1,<1
6296,202140196,12/23/2021,09:48,1S03,Operational,0.68,0.61,0.7,<1,<1
6297,202140197,12/23/2021,08:21,1S03A,Operational,0.62,0.71,0.71,<1,<1
6298,202140198,12/23/2021,08:57,1S03B,Operational,0.52,0.69,0.7,<1,<1
6299,202140199,12/23/2021,11:59,14000,Operational,0.66,0.53,0,<1,<1
6300,202140200,12/23/2021,11:33,15050,Compliance,0.7,0.62,0,<1,<1
6301,202140201,12/23/2021,11:01,18500,Operational,0.42,0.47,0,<1,<1
6302,202140202,12/23/2021,10:27,1S07,Operational,0.5,0.67,0,<1,<1
6303,202140203,12/23/2021,08:37,1SCH3,Operational,0.61,<0.10,0.67,<1,<1
6304,202140204,12/23/2021,08:45,1SCL1,Operational,0.75,0.14,0.66,<1,<1
6305,202140205,12/23/2021,09:41,35150,Compliance,0.39,0.54,0,<1,<1
6306,202140206,12/23/2021,10:01,3SC26,Operational,0.58,<0.10,0,<1,<1
6307,202140208,12/23/2021,07:37,21900,Operational,0.41,0.57,0,<1,<1
6308,202140209,12/23/2021,11:07,25150,Compliance,0.16,0.56,0,<1,<1
6309,202140210,12/23/2021,08:02,26750,Compliance,0.39,0.93,0,<1,<1
6310,202140211,12/23/2021,10:31,27550,Compliance,0.36,0.6,0,<1,<1
6311,202140212,12/23/2021,12:10,27600,Operational,0.44,0.63,0,<1,<1
6312,202140213,12/23/2021,09:18,29050,Compliance,0.33,0.62,0,<1,<1
6313,202140214,12/23/2021,08:36,29450,Compliance,0.41,0.6,0,<1,<1
6314,202140264,12/23/2021,11:32,25150,Compliance,0.3,0.7,0,<1,<1
6315,202140272,12/24/2021,10:31,21750,Compliance,0.12,0.5,0,<1,<1
6316,202140273,12/24/2021,10:01,22250,Compliance,0.48,0.65,0,<1,<1
6317,202140274,12/24/2021,09:30,26850,Compliance,0.36,0.59,0,<1,<1
6318,202140275,12/24/2021,08:36,50200,Operational,0.6,0.71,0,<1,<1
6319,202140276,12/24/2021,08:07,50300,Operational,0.55,0.7,0,<1,<1
6320,202140277,12/24/2021,07:01,51450,Compliance,0.28,0.51,0,<1,<1
6321,202140278,12/24/2021,07:42,57750,Compliance,0.45,0.57,0,<1,<1
6322,202140291,12/24/2021,10:15,21550,Compliance,0.4,0.74,0,<1,<1
6323,202140292,12/24/2021,08:46,44450,Compliance,0.11,0.51,0,<1,<1
6324,202140293,12/24/2021,11:26,46150,Compliance,0.23,0.71,0,<1,<1
6325,202140294,12/24/2021,10:54,47550,Compliance,0.2,0.63,0,<1,<1
6326,202140295,12/24/2021,08:16,47850,Compliance,0.14,0.58,0,<1,<1
6327,202140296,12/24/2021,09:12,76150,Compliance,0.38,0.67,0,<1,<1
6328,202140297,12/24/2021,09:40,78150,Compliance,0.36,0.71,0,<1,<1
6329,202140298,12/24/2021,11:22,10750,Compliance,0.79,0.71,0,<1,<1
6330,202140299,12/24/2021,11:46,11250,Compliance,0.78,0.72,0,<1,<1
6331,202140300,12/24/2021,10:33,17350,Compliance,0.57,0.76,0,<1,<1
6332,202140301,12/24/2021,12:16,17650,Compliance,0.79,0.88,0,<1,<1
6333,202140302,12/24/2021,08:52,1S03,Operational,0.69,0.65,0.68,<1,<1
6334,202140303,12/24/2021,11:07,1S03A,Operational,0.78,0.72,0.68,<1,<1
6335,202140304,12/24/2021,09:46,1S03B,Operational,0.56,0.72,0.68,<1,<1
6336,202140305,12/24/2021,08:16,1SCH3,Operational,0.58,0.11,0.66,<1,<1
6337,202140306,12/24/2021,08:27,1SCL1,Operational,0.78,0.14,0.65,<1,<1
6338,202140307,12/24/2021,12:40,1S07,Operational,0.69,0.86,0,<1,<1
6339,202140308,12/24/2021,07:54,30150,Compliance,0.13,0.37,0,<1,<1
6340,202140309,12/24/2021,08:28,31050,Compliance,0.24,0.4,0,<1,<1
6341,202140310,12/24/2021,10:45,31650,Compliance,0.12,0.64,0,<1,<1
6342,202140311,12/24/2021,09:03,31950,Compliance,0.21,0.55,0,<1,<1
6343,202140312,12/24/2021,09:45,33550,Compliance,0.15,0.45,0,<1,<1
6344,202140313,12/24/2021,11:34,37450,Compliance,0.2,0.66,0,<1,<1
6345,202140314,12/24/2021,12:15,3SC26,Operational,0.61,0.1,0,<1,<1
6346,202140316,12/24/2021,08:27,20750,Compliance,0.21,0.57,0,<1,<1
6347,202140317,12/24/2021,07:25,20900,Operational,0.44,0.81,0,<1,<1
6348,202140318,12/24/2021,07:57,22950,Compliance,0.31,0.61,0,<1,<1
6349,202140319,12/24/2021,08:57,27000,Operational,0.56,0.69,0,<1,<1
6350,202140320,12/24/2021,09:29,27750,Compliance,0.28,0.6,0,<1,<1
6351,202140321,12/24/2021,10:44,40200,Operational,0.61,0.71,0,<1,<1
6352,202140322,12/24/2021,11:21,40750,Compliance,0.57,0.85,0,<1,<1
6353,202140747,12/24/2021,10:13,33550,Compliance,0.23,0.55,0,<1,<1
6354,202140361,12/25/2021,09:30,20050,Compliance,0.32,0.69,0,<1,<1
6355,202140362,12/25/2021,09:56,23550,Compliance,0.23,0.65,0,<1,<1
6356,202140363,12/25/2021,10:33,29350,Compliance,0.23,0.6,0,<1,<1
6357,202140364,12/25/2021,08:42,50200,Operational,0.55,0.71,0,<1,<1
6358,202140365,12/25/2021,07:54,50300,Operational,0.46,0.72,0,<1,<1
6359,202140366,12/25/2021,08:15,51350,Compliance,0.25,0.63,0,<1,<1
6360,202140367,12/25/2021,07:29,52450,Compliance,0.42,0.62,0,<1,<1
6361,202140368,12/25/2021,07:00,58150,Compliance,0.44,0.68,0,<1,<1
6362,202140381,12/25/2021,10:28,29850,Compliance,0.49,0.68,0,<1,<1
6363,202140382,12/25/2021,08:10,43650,Compliance,0.44,0.93,0,<1,<1
6364,202140383,12/25/2021,11:41,44950,Compliance,0.33,0.67,0,<1,<1
6365,202140384,12/25/2021,08:40,45050,Compliance,0.47,0.75,0,<1,<1
6366,202140385,12/25/2021,11:08,45650,Compliance,0.38,0.69,0,<1,<1
6367,202140386,12/25/2021,09:20,76750,Compliance,0.23,0.6,0,<1,<1
6368,202140387,12/25/2021,09:56,79050,Compliance,0.46,0.72,0,<1,<1
6369,202140388,12/25/2021,10:01,10850,Compliance,0.23,0.51,0,<1,<1
6370,202140389,12/25/2021,08:11,13050,Compliance,0.55,0.66,0,<1,<1
6371,202140390,12/25/2021,11:58,17750,Compliance,0.52,0.69,0,<1,<1
6372,202140391,12/25/2021,11:08,1S03,Operational,0.64,0.65,0.69,<1,<1
6373,202140392,12/25/2021,08:41,1S03A,Operational,0.58,0.72,0.7,<1,<1
6374,202140393,12/25/2021,09:26,1S03B,Operational,0.52,0.73,0.7,<1,<1
6375,202140394,12/25/2021,10:30,1SCH3,Operational,0.63,<0.10,0.67,<1,<1
6376,202140395,12/25/2021,10:39,1SCL1,Operational,0.79,0.16,0.68,<1,<1
6377,202140396,12/25/2021,11:26,13350,Compliance,0.4,0.67,0,<1,<1
6378,202140397,12/25/2021,09:20,1S07,Operational,0.54,0.62,0,<1,<1
6379,202140398,12/25/2021,07:57,30050,Compliance,0.2,0.64,0,<1,<1
6380,202140399,12/25/2021,10:28,32150,Compliance,0.47,0.52,0,<1,<1
6381,202140400,12/25/2021,08:23,32950,Compliance,0.22,0.28,0,<1,<1
6382,202140401,12/25/2021,10:06,34650,Compliance,0.22,0.45,0,<1,<1
